"Err.Topo","Err.Quan","Kaski and Lagus","LearnRate","0=online/1=batch","Sigma","Init (10=Rand 20=Interval 30=Vector 40=PCA)","Neigh. Func. (10=Gauss 20=Bubble 30=Cut Gauss)","Neigh. Width","Growing"
0.10494079216006533,154.98220107810832,1.1896656188399568,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.11106574111882402,158.92595658707447,1.1857750013448498,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.11024908125765619,155.39827378845368,1.2095545679437432,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.11045324622294814,157.51322899880375,1.1977364697833408,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.09840751327072274,159.54488037740896,1.1634432177169067,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.10922825643119641,147.73221427024725,1.201251983313648,0.2,1.0,3.0,10.0,20.0,0.5,1.0
0.21866067782768478,136.26829557949537,1.8814349317230492,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.15312372396896692,142.46119828685718,1.2765335235375372,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.23172723560636996,136.59228090209305,1.790647668620272,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.19844834626378113,137.1151818180339,1.6629471583948618,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.19375255206206615,141.17493750079782,1.4181655650267042,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.11657819518170683,148.2624508077313,1.2869053594952493,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.185177623519804,144.75195321706087,1.4152208969410087,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.18456512862392813,140.80813663246104,1.4344238743635076,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.21131073907717435,141.65893011687865,1.440722525544483,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.20498162515312374,142.46203631677955,1.5149983740948918,0.2,1.0,3.0,30.0,20.0,0.5,1.0
0.10922825643119641,227.23529070180294,1.3024163517153537,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.1241322988975092,220.5715944170783,1.3461763157241893,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.12066149448754594,225.90634639307484,1.3325656076751886,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.09187423438138015,215.4755512962668,1.1464833710282292,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.08432013066557778,216.5376604054549,1.1418002573306358,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.08370763576970192,211.3882884873624,1.1446280703322502,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.12106982441812984,233.23869023706476,1.2960879318573018,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.12086565945283789,220.43666775549644,1.2620328027267245,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.10494079216006533,223.63087800740735,1.1530483621901606,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.20375663536137198,212.84066798496866,1.3227522801112634,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.1829318089015925,198.80232203151357,1.2514908783241145,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.14128215598203347,226.14373315704773,1.351193085577184,0.2,1.0,3.0,40.0,30.0,0.5,1.0
0.23764801959983667,207.78986548650988,1.3025295764570253,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.19681502654144548,206.82941445210793,1.3576621915990421,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.18946508779093507,200.06605840443552,1.2339865370364302,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.26561861984483465,209.45236772314468,1.3308396014134636,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.21784401796651695,212.28478358719576,1.294464022782196,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.21457737852184566,207.99352155577088,1.2709255862710842,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.16925275622703145,206.8046851027313,1.2408747825852862,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.1829318089015925,213.01255469005906,1.5091899866659981,0.2,1.0,3.0,20.0,30.0,0.5,1.0
0.12944058799510005,211.3568228159397,1.170958926667199,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.12862392813393222,214.0234666875746,1.1906948686581411,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.10698244181298489,211.37819227361834,1.1683091450129885,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.11657819518170683,209.10770405863025,1.1839746231234443,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.08717844017966517,206.72924544593533,1.155518424958337,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.1227031441404655,217.6666940777731,1.1808221098566298,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.1259697835851368,208.9050726061739,1.1869957273593659,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.11637403021641486,218.14977264810398,1.1625458906998987,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.12494895875867701,205.68796924827473,1.1785806388828652,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.11616986525112291,210.74627816664184,1.1706301098747738,0.2,1.0,3.0,10.0,30.0,0.5,1.0
0.1643527970600245,221.83764173739445,1.2849811436785208,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.1602694977541854,197.87769271803964,1.2153690675210371,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.17435688035933034,219.25218505807828,1.3389653297382764,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.15516537362188648,203.0221287664761,1.210702762100138,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.2750102082482646,227.86865805360947,1.541214507565049,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.16598611678236014,218.66189518301232,1.3835569406253598,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.2588811759902001,218.65236924057956,1.547703627856386,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.09759085340955492,205.0505286487441,1.1496632357388208,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.16680277664352797,206.01163958258948,1.2029423518951796,0.2,1.0,3.0,30.0,30.0,0.5,1.0
0.2296855859534504,218.13454019619198,1.350578713800774,0.2,1.0,3.0,30.0,30.0,0.5,1.0
